order_item_id,order_id,product_id,quantity,price_per_item
1,1,954,2,55000.0
2,1,555,2,22900.0
3,1,987,1,92600.0
4,1,79,1,119800.0
5,2,507,2,179000.0
6,2,999,1,105100.0
7,2,912,1,169300.0
8,3,192,2,149800.0
9,3,377,1,154100.0
10,4,731,3,94300.0
11,4,690,3,20200.0
12,4,180,1,130600.0
13,4,216,2,116500.0
14,5,409,1,132700.0
15,5,689,3,34100.0
16,5,683,3,90000.0
17,6,366,1,190900.0
18,6,559,1,150200.0
19,7,571,2,153600.0
20,7,459,2,153500.0
21,7,913,1,43400.0
22,8,372,3,61800.0
23,9,552,2,31600.0
24,9,37,3,80500.0
25,10,88,2,100900.0
26,11,11,1,52700.0
27,11,116,2,169300.0
28,11,443,2,106800.0
29,12,581,3,95600.0
30,12,842,2,75000.0
31,12,790,1,137900.0
32,13,999,2,105100.0
33,13,874,3,44900.0
34,13,390,1,175400.0
35,13,518,2,103800.0
36,14,622,3,55100.0
37,14,953,1,94500.0
38,14,410,1,121400.0
39,15,814,3,154300.0
40,15,651,2,26000.0
41,15,727,1,37200.0
42,15,512,3,42600.0
43,16,950,1,104800.0
44,16,182,2,128900.0
45,17,514,2,88600.0
46,17,244,1,21400.0
47,17,905,1,79700.0
48,18,374,1,155600.0
49,18,118,1,71800.0
50,18,291,2,107900.0
51,18,862,1,77900.0
52,19,888,3,72600.0
53,19,762,3,70400.0
54,20,221,2,64600.0
55,20,592,1,162600.0
56,21,642,3,77500.0
57,22,673,1,137500.0
58,22,82,1,102000.0
59,23,107,1,142500.0
60,23,652,2,53600.0
61,23,576,1,80300.0
62,23,425,3,74500.0
63,24,173,1,150000.0
64,25,940,1,174300.0
65,25,565,1,24700.0
66,25,786,1,159100.0
67,25,991,2,190400.0
68,26,360,1,124100.0
69,26,457,1,152000.0
70,27,988,1,25900.0
71,27,587,2,87200.0
72,27,653,2,120900.0
73,27,582,1,32900.0
74,28,932,1,178200.0
75,28,472,1,58000.0
76,28,901,3,131700.0
77,28,322,3,79000.0
78,29,805,3,31100.0
79,29,424,2,68400.0
80,29,328,2,64500.0
81,30,175,1,166800.0
82,30,806,3,75100.0
83,30,819,3,186000.0
84,30,529,3,43500.0
85,31,392,3,100500.0
86,31,389,2,86300.0
87,31,342,3,132000.0
88,31,83,1,193700.0
89,32,751,2,38400.0
90,33,193,1,52000.0
91,33,514,3,88600.0
92,34,377,2,154100.0
93,34,618,1,134400.0
94,35,528,1,80600.0
95,36,802,2,88400.0
96,36,607,1,170900.0
97,36,367,2,150000.0
98,37,416,3,31500.0
99,38,489,3,98400.0
100,38,848,3,107600.0
101,38,355,3,101200.0
102,39,341,2,97800.0
103,39,723,2,51900.0
104,40,573,1,51200.0
105,41,425,3,74500.0
106,42,959,1,191300.0
107,42,726,2,92300.0
108,43,697,2,166700.0
109,44,100,3,107500.0
110,44,469,3,84800.0
111,45,995,2,129200.0
112,45,98,3,74300.0
113,45,105,1,193600.0
114,45,143,1,160000.0
115,46,590,2,87900.0
116,46,170,3,175200.0
117,46,653,2,120900.0
118,47,389,1,86300.0
119,47,407,3,105700.0
120,47,702,2,198400.0
121,48,311,2,42300.0
122,48,679,2,33200.0
123,49,232,3,139300.0
124,49,502,1,111700.0
125,49,899,1,188400.0
126,50,194,3,85500.0
127,50,795,2,127600.0
128,51,23,1,193000.0
129,51,849,1,160200.0
130,51,861,2,160600.0
131,52,600,2,23600.0
132,52,649,2,124100.0
133,52,263,1,71800.0
134,53,331,1,72500.0
135,54,648,2,42300.0
136,54,655,2,46600.0
137,54,345,2,135900.0
138,54,874,2,44900.0
139,55,426,2,189600.0
140,55,33,1,117600.0
141,55,62,3,160800.0
142,55,963,1,173800.0
143,56,835,2,186100.0
144,56,819,2,186000.0
145,57,9,1,34100.0
146,57,880,2,75000.0
147,57,29,1,108900.0
148,58,54,3,174900.0
149,58,127,1,113200.0
150,59,409,3,132700.0
151,59,225,3,159200.0
152,59,718,1,47700.0
153,59,990,3,71300.0
154,60,155,3,66800.0
155,60,322,2,79000.0
156,61,113,2,173100.0
157,62,136,1,66700.0
158,63,406,3,101800.0
159,63,373,3,182200.0
160,63,563,1,99600.0
161,64,272,2,108200.0
162,65,21,2,78900.0
163,65,174,1,70600.0
164,65,735,3,120100.0
165,66,445,1,39000.0
166,67,210,1,132600.0
167,67,485,2,68300.0
168,67,999,2,105100.0
169,68,628,3,20200.0
170,68,570,1,50500.0
171,69,589,2,174900.0
172,69,986,3,27100.0
173,69,784,1,141800.0
174,69,562,2,52400.0
175,70,35,2,176400.0
176,70,421,1,176900.0
177,71,990,2,71300.0
178,71,568,2,60200.0
179,71,725,2,155500.0
180,71,125,1,164100.0
181,72,756,1,190400.0
182,72,804,3,192500.0
183,73,719,3,173900.0
184,73,900,2,158100.0
185,73,92,2,61000.0
186,74,121,2,74300.0
187,74,286,3,22900.0
188,74,809,1,87800.0
189,74,311,1,42300.0
190,75,484,1,188200.0
191,75,632,3,158900.0
192,75,714,2,131000.0
193,75,590,2,87900.0
194,76,57,2,31000.0
195,76,668,3,23100.0
196,76,492,2,76000.0
197,77,729,1,158100.0
198,77,512,1,42600.0
199,77,643,2,157500.0
200,77,222,2,146600.0
201,78,785,3,161300.0
202,79,510,1,37200.0
203,79,480,1,107000.0
204,79,265,2,79800.0
205,79,124,3,32700.0
206,80,626,2,182100.0
207,80,813,2,170900.0
208,80,574,1,31000.0
209,81,497,1,120900.0
210,81,598,2,82100.0
211,81,650,3,104100.0
212,81,823,2,74700.0
213,82,674,3,93600.0
214,82,141,1,94700.0
215,82,28,1,113400.0
216,82,417,1,178800.0
217,83,737,2,88500.0
218,84,5,3,46500.0
219,84,542,3,161100.0
220,84,475,1,34000.0
221,85,971,2,78200.0
222,85,801,1,144000.0
223,85,61,1,126700.0
224,86,260,2,58600.0
225,86,669,2,169100.0
226,87,177,1,169300.0
227,87,385,1,158900.0
228,88,920,3,75900.0
229,88,405,3,40600.0
230,88,532,3,152800.0
231,88,954,1,55000.0
232,89,953,2,94500.0
233,90,585,3,130600.0
234,90,202,2,194000.0
235,91,429,3,129800.0
236,91,421,1,176900.0
237,91,929,3,198500.0
238,92,124,3,32700.0
239,93,935,3,96300.0
240,93,678,3,57600.0
241,93,329,1,113900.0
242,93,23,2,193000.0
243,94,356,2,114700.0
244,94,653,2,120900.0
245,94,236,1,125900.0
246,95,43,1,68100.0
247,95,763,2,120500.0
248,95,372,3,61800.0
249,96,923,2,116800.0
250,96,514,1,88600.0
251,96,25,1,197700.0
252,97,774,3,74300.0
253,97,484,3,188200.0
254,97,472,2,58000.0
255,97,844,2,67300.0
256,98,837,2,149400.0
257,99,472,2,58000.0
258,100,922,3,59900.0
259,101,341,1,97800.0
260,101,26,3,52000.0
261,101,680,2,152200.0
262,102,763,2,120500.0
263,102,22,1,83700.0
264,102,225,3,159200.0
265,103,386,1,60400.0
266,104,295,2,57000.0
267,104,343,2,127700.0
268,105,602,3,43700.0
269,105,882,1,114400.0
270,105,44,2,95100.0
271,105,793,1,147600.0
272,106,551,3,139800.0
273,106,192,3,149800.0
274,107,320,1,123600.0
275,107,308,1,68100.0
276,107,616,2,95600.0
277,108,692,3,53000.0
278,108,267,3,61100.0
279,109,911,3,178700.0
280,109,528,3,80600.0
281,110,732,2,151000.0
282,110,673,1,137500.0
283,110,569,2,67800.0
284,111,196,2,158600.0
285,111,929,2,198500.0
286,112,553,2,21800.0
287,112,555,3,22900.0
288,113,704,3,22700.0
289,113,277,1,64200.0
290,113,985,2,189000.0
291,114,590,1,87900.0
292,114,987,1,92600.0
293,115,742,1,80300.0
294,116,99,2,127600.0
295,116,918,3,53200.0
296,116,748,2,170400.0
297,116,148,1,109600.0
298,117,640,1,45100.0
299,117,935,3,96300.0
300,117,186,1,98900.0
301,117,583,2,99600.0
302,118,465,1,188800.0
303,118,585,1,130600.0
304,118,256,2,74700.0
305,119,268,3,70800.0
306,119,802,2,88400.0
307,119,216,3,116500.0
308,120,414,1,168200.0
309,120,673,3,137500.0
310,120,125,1,164100.0
311,120,498,1,35600.0
312,121,50,2,124400.0
313,122,491,3,183500.0
314,122,854,3,41300.0
315,122,565,1,24700.0
316,122,957,1,24700.0
317,123,621,1,172400.0
318,124,427,1,136800.0
319,124,655,1,46600.0
320,125,966,3,74600.0
321,125,192,1,149800.0
322,126,60,1,168100.0
323,127,778,1,97700.0
324,127,481,2,54300.0
325,128,534,1,124700.0
326,128,929,2,198500.0
327,128,69,2,73200.0
328,129,188,2,25800.0
329,129,780,3,76500.0
330,129,632,1,158900.0
331,130,523,1,144400.0
332,130,368,2,170900.0
333,131,739,2,42600.0
334,131,464,1,118600.0
335,131,97,2,50600.0
336,131,706,3,106200.0
337,132,701,2,153300.0
338,132,749,2,172800.0
339,132,986,2,27100.0
340,133,861,2,160600.0
341,133,118,2,71800.0
342,133,55,3,39700.0
343,134,55,1,39700.0
344,134,220,2,165300.0
345,135,819,2,186000.0
346,136,697,1,166700.0
347,136,933,1,79000.0
348,136,955,1,89900.0
349,136,18,1,42600.0
350,137,793,2,147600.0
351,137,655,2,46600.0
352,138,937,3,173400.0
353,138,228,3,134300.0
354,139,863,1,133500.0
355,140,336,1,120300.0
356,140,951,1,103600.0
357,140,938,3,178400.0
358,140,784,2,141800.0
359,141,533,2,147500.0
360,141,774,3,74300.0
361,141,156,3,67600.0
362,141,664,2,20200.0
363,142,711,3,174600.0
364,142,669,1,169100.0
365,142,80,2,80100.0
366,143,11,1,52700.0
367,144,313,1,53600.0
368,144,613,2,144200.0
369,145,445,2,39000.0
370,145,885,2,126600.0
371,145,144,3,64500.0
372,146,505,2,177400.0
373,146,312,1,190000.0
374,146,452,1,28100.0
375,147,917,1,31500.0
376,148,696,2,152500.0
377,148,836,2,185400.0
378,148,921,2,146400.0
379,148,855,1,68400.0
380,149,496,1,29000.0
381,149,797,3,86000.0
382,149,536,2,96200.0
383,149,330,2,34100.0
384,150,466,2,176200.0
385,150,896,3,142000.0
386,150,467,3,97600.0
387,151,414,3,168200.0
388,151,743,2,152600.0
389,151,503,3,129700.0
390,152,963,1,173800.0
391,152,947,1,189100.0
392,152,354,1,54700.0
393,152,322,3,79000.0
394,153,553,1,21800.0
395,154,266,1,44400.0
396,155,431,1,117700.0
397,155,680,1,152200.0
398,155,374,3,155600.0
399,156,993,2,158700.0
400,157,433,2,145700.0
401,157,946,2,166800.0
402,157,100,2,107500.0
403,158,532,1,152800.0
404,158,681,3,25900.0
405,159,799,1,197500.0
406,159,734,3,199300.0
407,159,466,2,176200.0
408,159,752,1,67200.0
409,160,397,3,153100.0
410,160,669,3,169100.0
411,160,566,3,166500.0
412,160,163,2,154500.0
413,161,401,1,128000.0
414,161,971,2,78200.0
415,161,147,3,182000.0
416,162,268,1,70800.0
417,162,335,3,187600.0
418,163,11,3,52700.0
419,164,457,2,152000.0
420,164,291,1,107900.0
421,165,695,1,62700.0
422,165,270,2,140700.0
423,165,51,3,190700.0
424,166,440,2,117100.0
425,166,878,2,178300.0
426,166,628,1,20200.0
427,166,147,1,182000.0
428,167,936,2,106500.0
429,167,947,3,189100.0
430,167,536,2,96200.0
431,167,674,3,93600.0
432,168,758,2,195300.0
433,168,894,3,50100.0
434,168,65,1,56700.0
435,169,125,3,164100.0
436,169,934,3,189200.0
437,169,371,2,129600.0
438,170,992,1,85200.0
439,171,745,2,31700.0
440,172,196,1,158600.0
441,172,802,2,88400.0
442,172,663,2,177400.0
443,173,532,2,152800.0
444,173,402,2,191900.0
445,173,229,2,120700.0
446,174,280,1,114700.0
447,175,211,3,117400.0
448,176,789,3,105200.0
449,176,413,1,112100.0
450,176,46,2,173800.0
451,176,981,2,96200.0
452,177,268,3,70800.0
453,177,75,1,45300.0
454,178,121,3,74300.0
455,179,984,1,104400.0
456,180,159,2,56300.0
457,180,267,1,61100.0
458,181,529,2,43500.0
459,181,976,1,192300.0
460,182,991,3,190400.0
461,182,440,3,117100.0
462,182,275,1,122200.0
463,182,46,3,173800.0
464,183,935,1,96300.0
465,183,127,3,113200.0
466,183,357,1,127300.0
467,184,365,2,144100.0
468,184,338,3,29600.0
469,184,127,1,113200.0
470,184,225,2,159200.0
471,185,750,3,44300.0
472,185,256,2,74700.0
473,185,30,2,134100.0
474,185,585,1,130600.0
475,186,732,2,151000.0
476,186,797,1,86000.0
477,187,674,3,93600.0
478,187,842,3,75000.0
479,188,985,3,189000.0
480,188,60,2,168100.0
481,189,651,3,26000.0
482,189,286,2,22900.0
483,190,340,2,29500.0
484,190,847,3,150400.0
485,190,14,2,140000.0
486,191,318,3,97700.0
487,191,764,1,160000.0
488,191,132,2,29900.0
489,192,409,2,132700.0
490,192,860,3,160600.0
491,192,647,3,72400.0
492,193,510,1,37200.0
493,193,242,3,35000.0
494,193,7,2,181400.0
495,194,660,1,47600.0
496,194,172,1,127100.0
497,194,792,3,37500.0
498,194,151,3,108000.0
499,195,315,1,46300.0
500,195,80,3,80100.0
501,195,716,2,107900.0
502,195,100,2,107500.0
503,196,21,2,78900.0
504,196,438,3,112400.0
505,197,211,1,117400.0
506,197,296,1,92200.0
507,197,850,1,150700.0
508,198,349,3,169300.0
509,198,232,2,139300.0
510,198,794,3,116500.0
511,198,344,1,109900.0
512,199,424,3,68400.0
513,199,106,2,50100.0
514,200,729,1,158100.0
515,200,125,2,164100.0
516,200,44,3,95100.0
517,200,402,1,191900.0
518,201,652,1,53600.0
519,202,839,1,55700.0
520,202,308,2,68100.0
521,203,703,1,20800.0
522,204,383,3,149800.0
523,204,249,2,153700.0
524,204,509,1,80900.0
525,204,121,1,74300.0
526,205,109,3,173400.0
527,205,983,3,38500.0
528,205,194,2,85500.0
529,205,419,3,127600.0
530,206,295,2,57000.0
531,206,666,2,191800.0
532,207,844,2,67300.0
533,207,961,2,196400.0
534,208,954,2,55000.0
535,209,170,1,175200.0
536,209,278,3,196700.0
537,209,946,2,166800.0
538,210,715,1,29200.0
539,210,172,1,127100.0
540,211,689,2,34100.0
541,212,340,1,29500.0
542,212,962,2,50200.0
543,212,823,1,74700.0
544,213,325,2,109300.0
545,213,620,1,57200.0
546,213,59,2,67600.0
547,214,605,2,54400.0
548,215,25,1,197700.0
549,215,345,1,135900.0
550,215,541,3,103700.0
551,216,915,1,199400.0
552,216,731,2,94300.0
553,216,742,3,80300.0
554,216,52,1,26000.0
555,217,259,1,144200.0
556,217,786,3,159100.0
557,218,663,1,177400.0
558,218,817,2,130900.0
559,218,870,3,21300.0
560,218,916,3,71800.0
561,219,807,3,37200.0
562,219,658,1,72500.0
563,219,772,1,175300.0
564,220,796,1,22900.0
565,220,403,1,130000.0
566,221,871,1,193600.0
567,221,30,2,134100.0
568,221,16,2,99800.0
569,222,75,3,45300.0
570,222,519,3,167400.0
571,222,644,2,84100.0
572,223,103,3,140400.0
573,223,939,2,94900.0
574,223,982,3,114200.0
575,224,631,1,182400.0
576,225,586,3,79800.0
577,226,190,1,142700.0
578,227,316,1,150700.0
579,228,69,2,73200.0
580,228,238,2,194600.0
581,228,673,3,137500.0
582,229,100,1,107500.0
583,229,236,3,125900.0
584,229,484,1,188200.0
585,229,493,2,90000.0
586,230,288,3,135700.0
587,230,84,1,166200.0
588,230,14,3,140000.0
589,230,407,1,105700.0
590,231,570,2,50500.0
591,231,497,1,120900.0
592,231,511,2,109000.0
593,232,59,2,67600.0
594,232,29,1,108900.0
595,233,946,3,166800.0
596,233,444,3,55900.0
597,233,96,1,163600.0
598,234,861,3,160600.0
599,235,37,2,80500.0
600,236,812,1,142000.0
601,237,44,1,95100.0
602,237,775,3,128200.0
603,238,760,1,78100.0
604,238,211,2,117400.0
605,238,840,2,111300.0
606,238,833,3,112800.0
607,239,829,3,95400.0
608,239,654,3,21700.0
609,239,467,3,97600.0
610,240,316,3,150700.0
611,240,586,3,79800.0
612,241,71,3,106800.0
613,241,733,1,123800.0
614,241,220,3,165300.0
615,241,140,2,157900.0
616,242,265,2,79800.0
617,242,137,1,21800.0
618,243,325,1,109300.0
619,244,903,2,193000.0
620,244,526,2,74900.0
621,244,275,2,122200.0
622,244,957,2,24700.0
623,245,575,1,123300.0
624,245,647,1,72400.0
625,246,148,1,109600.0
626,247,294,2,121900.0
627,247,374,1,155600.0
628,248,853,2,106300.0
629,248,956,1,37500.0
630,248,96,2,163600.0
631,249,964,3,30500.0
632,249,335,3,187600.0
633,249,669,1,169100.0
634,249,602,2,43700.0
635,250,637,2,188700.0
636,250,625,2,133600.0
637,250,600,2,23600.0
638,250,842,1,75000.0
639,251,138,1,175900.0
640,252,833,1,112800.0
641,252,563,3,99600.0
642,253,10,3,102100.0
643,253,588,1,167000.0
644,254,252,1,29900.0
645,255,641,2,85000.0
646,255,222,1,146600.0
647,256,358,2,63500.0
648,257,632,2,158900.0
649,257,63,1,144700.0
650,257,820,3,30300.0
651,258,124,2,32700.0
652,258,271,3,139800.0
653,258,349,3,169300.0
654,259,217,3,162200.0
655,259,940,2,174300.0
656,260,865,1,190900.0
657,260,274,1,175000.0
658,260,74,2,116500.0
659,261,122,3,104200.0
660,262,581,3,95600.0
661,262,120,3,158800.0
662,262,529,1,43500.0
663,262,587,3,87200.0
664,263,415,3,163000.0
665,263,204,3,89100.0
666,263,625,2,133600.0
667,263,675,2,161600.0
668,264,862,1,77900.0
669,264,124,1,32700.0
670,264,596,1,143400.0
671,265,259,2,144200.0
672,265,781,3,107100.0
673,265,383,2,149800.0
674,265,187,1,86800.0
675,266,210,1,132600.0
676,266,569,2,67800.0
677,266,127,1,113200.0
678,267,947,3,189100.0
679,267,953,3,94500.0
680,267,179,3,137600.0
681,267,26,2,52000.0
682,268,703,3,20800.0
683,268,110,1,146200.0
684,268,102,1,192700.0
685,268,17,2,189900.0
686,269,130,2,124700.0
687,269,494,3,183300.0
688,269,769,1,33300.0
689,270,346,3,49800.0
690,270,970,2,95000.0
691,270,551,3,139800.0
692,270,571,2,153600.0
693,271,146,2,45600.0
694,272,222,3,146600.0
695,272,579,2,110800.0
696,272,150,1,53500.0
697,272,946,3,166800.0
698,273,263,1,71800.0
699,273,892,1,112800.0
700,273,518,1,103800.0
701,274,811,1,83900.0
702,274,740,3,59900.0
703,275,125,1,164100.0
704,275,853,2,106300.0
705,275,918,3,53200.0
706,275,419,3,127600.0
707,276,697,1,166700.0
708,276,172,2,127100.0
709,277,291,2,107900.0
710,277,825,3,165500.0
711,277,286,3,22900.0
712,277,242,3,35000.0
713,278,157,3,61000.0
714,278,524,1,170600.0
715,279,204,3,89100.0
716,279,386,1,60400.0
717,279,845,1,186600.0
718,280,928,1,58400.0
719,281,622,2,55100.0
720,281,945,1,68900.0
721,282,639,3,151300.0
722,282,396,1,53100.0
723,282,59,1,67600.0
724,283,814,2,154300.0
725,283,796,2,22900.0
726,283,374,3,155600.0
727,284,808,2,72700.0
728,284,629,2,105200.0
729,284,787,3,93700.0
730,285,61,2,126700.0
731,286,466,2,176200.0
732,286,716,1,107900.0
733,286,836,3,185400.0
734,287,983,3,38500.0
735,287,213,1,178300.0
736,288,682,1,171400.0
737,288,810,3,176700.0
738,288,63,2,144700.0
739,289,541,1,103700.0
740,290,170,3,175200.0
741,290,903,1,193000.0
742,290,977,3,57000.0
743,291,53,1,180900.0
744,292,886,3,33300.0
745,293,539,3,98100.0
746,293,82,2,102000.0
747,293,33,1,117600.0
748,294,798,1,184700.0
749,294,451,1,103300.0
750,294,171,2,160500.0
751,294,455,2,161000.0
752,295,754,1,91600.0
753,296,170,1,175200.0
754,296,630,1,52000.0
755,296,178,1,55300.0
756,296,584,2,192400.0
757,297,125,2,164100.0
758,297,218,1,117000.0
759,298,428,2,152400.0
760,298,757,1,119700.0
761,298,349,2,169300.0
762,299,604,1,20900.0
763,299,504,2,71900.0
764,300,953,2,94500.0
765,300,670,1,20600.0
766,300,962,3,50200.0
767,301,747,1,137300.0
768,302,933,1,79000.0
769,302,634,3,77700.0
770,302,36,2,181500.0
771,303,433,2,145700.0
772,304,792,2,37500.0
773,304,339,1,168000.0
774,304,789,3,105200.0
775,305,595,1,132700.0
776,306,793,1,147600.0
777,307,278,3,196700.0
778,307,443,3,106800.0
779,308,357,3,127300.0
780,308,796,2,22900.0
781,308,220,2,165300.0
782,308,165,1,74200.0
783,309,784,2,141800.0
784,309,451,3,103300.0
785,309,369,1,34200.0
786,310,27,3,130100.0
787,310,145,1,90700.0
788,310,924,1,58500.0
789,310,838,1,113000.0
790,311,675,1,161600.0
791,311,90,3,196400.0
792,312,130,3,124700.0
793,312,903,3,193000.0
794,313,736,3,98200.0
795,314,408,1,74400.0
796,315,778,1,97700.0
797,315,287,1,172400.0
798,316,274,1,175000.0
799,316,878,3,178300.0
800,316,660,1,47600.0
801,317,777,2,185200.0
802,317,521,1,157500.0
803,318,68,3,169800.0
804,319,945,2,68900.0
805,320,557,2,82100.0
806,320,682,3,171400.0
807,321,427,2,136800.0
808,321,361,1,102800.0
809,321,962,1,50200.0
810,322,207,3,39800.0
811,322,570,1,50500.0
812,322,804,1,192500.0
813,323,623,1,90600.0
814,323,432,1,100200.0
815,323,265,3,79800.0
816,324,426,2,189600.0
817,324,67,1,46000.0
818,324,606,1,152000.0
819,324,868,1,174000.0
820,325,88,3,100900.0
821,326,531,2,30400.0
822,326,409,3,132700.0
823,326,937,1,173400.0
824,327,46,3,173800.0
825,327,530,3,136400.0
826,327,504,2,71900.0
827,328,376,1,93100.0
828,328,583,1,99600.0
829,328,283,3,139000.0
830,328,615,2,26400.0
831,329,543,1,33500.0
832,329,998,3,78900.0
833,329,917,2,31500.0
834,329,336,3,120300.0
835,330,909,1,156900.0
836,330,584,3,192400.0
837,330,570,2,50500.0
838,330,148,2,109600.0
839,331,50,2,124400.0
840,331,85,3,115500.0
841,332,797,3,86000.0
842,332,634,1,77700.0
843,333,545,2,78300.0
844,334,516,2,88000.0
845,335,576,1,80300.0
846,336,776,1,141600.0
847,336,734,1,199300.0
848,336,9,2,34100.0
849,337,325,3,109300.0
850,337,260,3,58600.0
851,338,380,2,171500.0
852,338,958,1,44500.0
853,338,228,3,134300.0
854,339,323,1,86900.0
855,339,928,3,58400.0
856,339,659,2,154600.0
857,339,841,1,136000.0
858,340,971,2,78200.0
859,341,981,1,96200.0
860,342,522,3,81600.0
861,342,609,3,135500.0
862,343,79,2,119800.0
863,343,919,3,198000.0
864,344,38,3,132500.0
865,344,544,3,78300.0
866,345,946,3,166800.0
867,345,937,1,173400.0
868,345,652,1,53600.0
869,345,224,1,79700.0
870,346,575,2,123300.0
871,347,235,2,165400.0
872,347,968,1,37100.0
873,347,841,1,136000.0
874,347,462,1,123000.0
